committee,date,institute,publication_date,document_url,document_title,day_of_year,notes
"Heart, Lung, and Blood Initial Review Group; NHLBI Mentored Patient-Oriented Research Review Committee.","February 28, 2019-March 1, 2019.",NIH,2019-02-08,https://www.federalregister.gov/documents/2019/02/08/2019-01675/national-heart-lung-and-blood-institute-notice-of-closed-meeting,"National Heart, Lung, and Blood Institute; Notice of Closed Meeting",39,
"Heart, Lung, and Blood Initial Review Group; Heart, Lung, and Blood Program Project Review Committee.","March 22, 2019.",NIH,2019-02-08,https://www.federalregister.gov/documents/2019/02/08/2019-01676/national-heart-lung-and-blood-institute-notice-of-closed-meeting,"National Heart, Lung, and Blood Institute; Notice of Closed Meeting",39,
"Board of Scientific Counselors, NIAMS.","April 30-May 1, 2019. Date: April 30, 2019.",NIAMSD,2019-02-08,https://www.federalregister.gov/documents/2019/02/08/2019-01677/national-institute-of-arthritis-and-musculoskeletal-and-skin-diseases-notice-of-closed-meetings,National Institute of Arthritis and Musculoskeletal and Skin Diseases; Notice of Closed Meetings,39,
National Institute of Neurological Disorders and Stroke Special Emphasis Panel; Program Project Grant P01.,"February 21-22, 2019.",NINDS,2019-02-08,https://www.federalregister.gov/documents/2019/02/08/2019-01678/national-institute-of-neurological-disorders-and-stroke-notice-of-closed-meetings,National Institute of Neurological Disorders and Stroke; Notice of Closed Meetings,39,
National Institute of Neurological Disorders and Stroke Special Emphasis Panel; BRAIN InitiativeâPostdoctoral Career Transition Award to Promote Diversity (K99/R00).,"February 25, 2019.",NINDS,2019-02-08,https://www.federalregister.gov/documents/2019/02/08/2019-01678/national-institute-of-neurological-disorders-and-stroke-notice-of-closed-meetings,National Institute of Neurological Disorders and Stroke; Notice of Closed Meetings,39,
National Institute of Neurological Disorders and Stroke Special Emphasis Panel; IGNITE Translational Programs.,"February 25, 2019.",NINDS,2019-02-08,https://www.federalregister.gov/documents/2019/02/08/2019-01678/national-institute-of-neurological-disorders-and-stroke-notice-of-closed-meetings,National Institute of Neurological Disorders and Stroke; Notice of Closed Meetings,39,
National Institute of Neurological Disorders and Stroke Special Emphasis Panel; National Institute of Neurological Disorders and Stroke Special Emphasis Panel.,"February 26, 2019.",NINDS,2019-02-08,https://www.federalregister.gov/documents/2019/02/08/2019-01678/national-institute-of-neurological-disorders-and-stroke-notice-of-closed-meetings,National Institute of Neurological Disorders and Stroke; Notice of Closed Meetings,39,
National Institute of Neurological Disorders and Stroke Special Emphasis Panel; BRAIN Initiative Research Opportunities in Human U01 Review.,"February 27, 2019.",NINDS,2019-02-08,https://www.federalregister.gov/documents/2019/02/08/2019-01678/national-institute-of-neurological-disorders-and-stroke-notice-of-closed-meetings,National Institute of Neurological Disorders and Stroke; Notice of Closed Meetings,39,
National Institute of Neurological Disorders and Stroke Special Emphasis Panel; DSPAN F99 Application Review.,"February 27, 2019.",NINDS,2019-02-08,https://www.federalregister.gov/documents/2019/02/08/2019-01678/national-institute-of-neurological-disorders-and-stroke-notice-of-closed-meetings,National Institute of Neurological Disorders and Stroke; Notice of Closed Meetings,39,
National Institute of Neurological Disorders and Stroke Special Emphasis Panel; NINDS Diversity K Grant Application Review.,"February 27, 2019.",NINDS,2019-02-08,https://www.federalregister.gov/documents/2019/02/08/2019-01678/national-institute-of-neurological-disorders-and-stroke-notice-of-closed-meetings,National Institute of Neurological Disorders and Stroke; Notice of Closed Meetings,39,
National Institute of Neurological Disorders and Stroke Special Emphasis Panel; Stroke Net Clinical Trials and Biomarkers.,"March 1, 2019.",NINDS,2019-02-08,https://www.federalregister.gov/documents/2019/02/08/2019-01678/national-institute-of-neurological-disorders-and-stroke-notice-of-closed-meetings,National Institute of Neurological Disorders and Stroke; Notice of Closed Meetings,39,
National Institute of Neurological Disorders and Stroke Special Emphasis Panel; BRAIN Initiative U24 Review.,"March 11, 2019.",NINDS,2019-02-08,https://www.federalregister.gov/documents/2019/02/08/2019-01678/national-institute-of-neurological-disorders-and-stroke-notice-of-closed-meetings,National Institute of Neurological Disorders and Stroke; Notice of Closed Meetings,39,
National Institute of Neurological Disorders and Stroke Special Emphasis Panel; R13 Review.,"March 11-12, 2019.",NINDS,2019-02-08,https://www.federalregister.gov/documents/2019/02/08/2019-01678/national-institute-of-neurological-disorders-and-stroke-notice-of-closed-meetings,National Institute of Neurological Disorders and Stroke; Notice of Closed Meetings,39,
"National Institute of Neurological Disorders and Stroke Special Emphasis Panel; Translational Neural, Brain, and Pain treatment Device Review Meeting.","March 15, 2019.",NINDS,2019-02-08,https://www.federalregister.gov/documents/2019/02/08/2019-01678/national-institute-of-neurological-disorders-and-stroke-notice-of-closed-meetings,National Institute of Neurological Disorders and Stroke; Notice of Closed Meetings,39,
National Institute of Neurological Disorders and Stroke Special Emphasis Panel; NINDS Stroke Preclinical Assessment Network (SPAN).,"March 18-19, 2019.",NINDS,2019-02-08,https://www.federalregister.gov/documents/2019/02/08/2019-01678/national-institute-of-neurological-disorders-and-stroke-notice-of-closed-meetings,National Institute of Neurological Disorders and Stroke; Notice of Closed Meetings,39,
National Institute of Neurological Disorders and Stroke Special Emphasis Panel; LBD CWOW.,"March 18, 2019.",NINDS,2019-02-08,https://www.federalregister.gov/documents/2019/02/08/2019-01678/national-institute-of-neurological-disorders-and-stroke-notice-of-closed-meetings,National Institute of Neurological Disorders and Stroke; Notice of Closed Meetings,39,
National Institute of Neurological Disorders and Stroke Special Emphasis Panel; BRAIN Circuit U19 programs.,"March 27-29, 2019.",NINDS,2019-02-08,https://www.federalregister.gov/documents/2019/02/08/2019-01678/national-institute-of-neurological-disorders-and-stroke-notice-of-closed-meetings,National Institute of Neurological Disorders and Stroke; Notice of Closed Meetings,39,
"National Cancer Institute Special Emphasis Panel, Member Conflict Review Meeting.","March 20, 2019.",NIH,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01732/national-cancer-institute-notice-of-closed-meeting,National Cancer Institute; Notice of Closed Meeting,42,
"Healthcare Delivery and Methodologies Integrated Review Group, Nursing and Related Clinical Sciences Study Section.","February 25-26, 2019.",NIH,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01733/center-for-scientific-review-notice-of-closed-meeting,Center for Scientific Review; Notice of Closed Meeting,42,
"National Cancer Institute Special Emphasis Panel, TEP-7: SBIR Contract Review.","March 19, 2019.",NIH,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01734/national-cancer-institute-notice-of-closed-meeting,National Cancer Institute; Notice of Closed Meeting,42,
National Cancer Institute Special Emphasis Panel; NCI U01 (PAR-15-297) and UM1 (RFA-CA-18-012) Review Meeting.,"March 14, 2019.",NIH,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01735/national-cancer-institute-notice-of-closed-meeting,National Cancer Institute; Notice of Closed Meeting,42,
"National Cancer Institute Special Emphasis Panel, TEP-12: SBIR Contract Review.","March 15, 2019.",NIH,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01736/national-cancer-institute-notice-of-closed-meeting,National Cancer Institute; Notice of Closed Meeting,42,
"National Cancer Institute Special Emphasis Panel, TEP-1A: SBIR Contract Review.","March 6, 2019.",NIH,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01737/national-cancer-institute-notice-of-closed-meeting,National Cancer Institute; Notice of Closed Meeting,42,
"Board of Scientific Counselors for Basic Sciences, National Cancer Institute.","March 11, 2019.",NIH,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01745/national-cancer-institute-notice-of-closed-meeting,National Cancer Institute; Notice of Closed Meeting,42,
National Cancer Institute Special Emphasis Panel; The Small-Cell Lung Cancer Consortium.,"March 14, 2019.",NIH,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01746/national-cancer-institute-notice-of-closed-meeting,National Cancer Institute; Notice of Closed Meeting,42,
"Board of Scientific Counselors for Clinical Sciences and Epidemiology, National Cancer Institute.","March 12, 2019.",NIH,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01747/national-cancer-institute-notice-of-closed-meeting,National Cancer Institute; Notice of Closed Meeting,42,
National Cancer Institute Special Emphasis Panel; TEP-8: SBIR Contract Review.,"March 20, 2019.",NIH,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01748/national-cancer-institute-notice-of-closed-meeting,National Cancer Institute; Notice of Closed Meeting,42,
"National Cancer Institute Special Emphasis Panel, SEP-2: NCI Clinical and Translational R21 and Omnibus R03.","April 11, 2019.",NIH,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01749/national-cancer-institute-notice-of-closed-meeting,National Cancer Institute; Notice of Closed Meeting,42,
"National Cancer Institute Special Emphasis Panel, U54 HIV/HPV Meeting.","April 16-17, 2019.",NIH,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01750/national-cancer-institute-notice-of-closed-meeting,National Cancer Institute; Notice of Closed Meeting,42,
"National Institute on Aging Special Emphasis Panel, Biocard Cohort: Biomarkers of Cognitive Decline Assessment {ZAG1-ZIJ G M1}.","March 1, 2019.",NIA,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01752/national-institute-on-aging-notice-of-closed-meeting,National Institute on Aging; Notice of Closed Meeting,42,
"National Institute on Aging Special Emphasis Panel, The CANASTA Study Review {ZAG1-ZIJ G M3}.","March 8, 2019.",NIA,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01753/national-institute-on-aging-notice-of-closed-meeting,National Institute on Aging; Notice of Closed Meeting,42,
"National Institute on Aging Special Emphasis Panel, Examining Diversity in Aging Research 2019/05 ZAG1 ZIJ-9 (M1).","March 18, 2019.",NIA,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01754/national-institute-on-aging-notice-of-closed-meeting,National Institute on Aging; Notice of Closed Meeting,42,
National Institute on Aging Special Emphasis Panel; Advancing Diversity in Aging Research through Undergraduate Education Review.,"March 12, 2019.",NIA,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01755/national-institute-on-aging-notice-of-closed-meeting,National Institute on Aging; Notice of Closed Meeting,42,
National Institute on Aging Special Emphasis Panel; Deprescribing Research.,"March 20, 2019.",NIA,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01756/national-institute-on-aging-notice-of-closed-meeting,National Institute on Aging; Notice of Closed Meeting,42,
National Institute on Aging Special Emphasis Panel; Mechanistic Studies [2019/05 ZAG1 ZIJ-P (M2)].,"February 26, 2019.",NIA,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01757/national-institute-on-aging-notice-of-closed-meeting,National Institute on Aging; Notice of Closed Meeting,42,
"National Institute on Alcohol Abuse and Alcoholism Initial Review Group; Epidemiology, Prevention and Behavior Research Review Subcommittee.","June 3, 2019.",NIAAA,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01758/national-institute-on-alcohol-abuse-and-alcoholism-notice-of-closed-meetings,National Institute on Alcohol Abuse and Alcoholism; Notice of Closed Meetings,42,
National Institute on Alcohol Abuse and Alcoholism Initial Review Group; Neuroscience Review Subcommittee.,"June 4, 2019.",NIAAA,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01758/national-institute-on-alcohol-abuse-and-alcoholism-notice-of-closed-meetings,National Institute on Alcohol Abuse and Alcoholism; Notice of Closed Meetings,42,
National Institute on Alcohol Abuse and Alcoholism Initial Review Group; Biomedical Research Review Subcommittee.,"June 10, 2019.",NIAAA,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01758/national-institute-on-alcohol-abuse-and-alcoholism-notice-of-closed-meetings,National Institute on Alcohol Abuse and Alcoholism; Notice of Closed Meetings,42,
"National Institute on Alcohol Abuse and Alcoholism Initial Review Group; Clinical, Treatment and Health Services Research Review Subcommittee.","June 21, 2019.",NIAAA,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01758/national-institute-on-alcohol-abuse-and-alcoholism-notice-of-closed-meetings,National Institute on Alcohol Abuse and Alcoholism; Notice of Closed Meetings,42,
"National Institute on Alcohol Abuse and Alcoholism Initial Review Group; Epidemiology, Prevention and Behavior Research Review Subcommittee.","October 28, 2019.",NIAAA,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01758/national-institute-on-alcohol-abuse-and-alcoholism-notice-of-closed-meetings,National Institute on Alcohol Abuse and Alcoholism; Notice of Closed Meetings,42,
National Institute on Alcohol Abuse and Alcoholism Initial Review Group; Neuroscience Review Subcommittee.,"October 30, 2019.",NIAAA,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01758/national-institute-on-alcohol-abuse-and-alcoholism-notice-of-closed-meetings,National Institute on Alcohol Abuse and Alcoholism; Notice of Closed Meetings,42,
National Institute on Alcohol Abuse and Alcoholism Special Emphasis Panel; Member Conflict Review.,"March 13, 2019.",NIAAA,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01759/national-institute-on-alcohol-abuse-and-alcoholism-notice-of-closed-meetings,National Institute on Alcohol Abuse and Alcoholism; Notice of Closed Meetings,42,
National Institute on Alcohol Abuse and Alcoholism Special Emphasis Panel; Fellowship Review.,"July 19, 2019.",NIAAA,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01759/national-institute-on-alcohol-abuse-and-alcoholism-notice-of-closed-meetings,National Institute on Alcohol Abuse and Alcoholism; Notice of Closed Meetings,42,
National Institute on Alcohol Abuse and Alcoholism Special Emphasis Panel; Fellowship Review.,"November 8, 2019.",NIAAA,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01759/national-institute-on-alcohol-abuse-and-alcoholism-notice-of-closed-meetings,National Institute on Alcohol Abuse and Alcoholism; Notice of Closed Meetings,42,
"National Cancer Institute Special Emphasis Panel, Feasibility Studies to Build Collaborative Partnerships in Cancer Research (P20).","March 14, 2019.",NIH,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01760/national-cancer-institute-notice-of-closed-meeting,National Cancer Institute; Notice of Closed Meeting,42,
"National Cancer Institute Initial Review Group, Subcommittee AâCancer Centers.","May 2, 2019.",NIH,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01761/national-cancer-institute-notice-of-closed-meeting,National Cancer Institute; Notice of Closed Meeting,42,
"Center for Scientific Review Special Emphasis Panel, Mechanisms of Cancer Therapeutics 2.","February 25-26, 2019.",NIH,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01768/center-for-scientific-review-notice-of-closed-meeting,Center for Scientific Review; Notice of Closed Meeting,42,
"Center for Scientific Review Special Emphasis Panel; Small Business: Aging and Development, Auditory, Vision and Low Vision Technologies.","March 7-8, 2019.",NIH,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01769/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,42,
"Center for Scientific Review Special Emphasis Panel; Fellowships: Sensory and Motor Neuroscience, Cognition and Perception.","March 7-8, 2019.",NIH,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01769/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,42,
"Center for Scientific Review Special Emphasis Panel; Small Business: Psycho/Neuropathology Lifespan Development, STEM Education.","March 7-8, 2019.",NIH,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01769/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,42,
Center for Scientific Review Special Emphasis Panel; Fellowships: Brain Disorders and Related Neurosciences.,"March 7-8, 2019.",NIH,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01769/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,42,
Center for Scientific Review Special Emphasis Panel; Fellowship: Behavioral Neuroscience.,"March 7-8, 2019.",NIH,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01769/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,42,
Center for Scientific Review Special Emphasis Panel; PAR16-247: NIGMS Mature Synchrotron Resources for Structural Biology (P30).,"March 7, 2019.",NIH,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01769/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,42,
Center for Scientific Review Special Emphasis Panel; R21 Vaccines and Immune Responses to Influenza.,"March 7, 2019.",NIH,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01769/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,42,
"Center for Scientific Review Special Emphasis Panel; Small Business: Endocrinology, Metabolism, Nutrition and Reproductive Sciences.","March 7-8, 2019.",NIH,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01769/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,42,
Center for Scientific Review Special Emphasis Panel; Member Conflict: Mechanisms of Memory and Sound Processing.,"March 7, 2019.",NIH,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01769/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,42,
"Center for Scientific Review Special Emphasis Panel; Toxicology and Digestive, Kidney and Urological Systems AREA Review.","February 26, 2019.",NIH,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01770/center-for-scientific-review-notice-of-closed-meeting,Center for Scientific Review; Notice of Closed Meeting,42,
"Board of Scientific Counselors, NIDDK.","March 20-21, 2019.",NIDDKD,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01771/national-institute-of-diabetes-and-digestive-and-kidney-diseases-notice-of-closed-meeting,National Institute of Diabetes and Digestive and Kidney Diseases; Notice of Closed Meeting,42,
"National Institute of Diabetes and Digestive and Kidney Diseases Special Emphasis Panel, NASH CRN Review.","March 13, 2019.",NIDDKD,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01772/national-institute-of-diabetes-and-digestive-and-kidney-diseases-notice-of-closed-meetings,National Institute of Diabetes and Digestive and Kidney Diseases; Notice of Closed Meetings,42,
National Institute of Diabetes and Digestive and Kidney Diseases Special Emphasis Panel; NIDDK T1D Closed Loop Systems Applications (R01).,"March 13, 2019.",NIDDKD,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01772/national-institute-of-diabetes-and-digestive-and-kidney-diseases-notice-of-closed-meetings,National Institute of Diabetes and Digestive and Kidney Diseases; Notice of Closed Meetings,42,
"National Institute of Diabetes and Digestive and Kidney Diseases Initial Review Group; Diabetes, Endocrinology and Metabolic Diseases B Subcommittee.","March 6-8, 2019.",NIDDKD,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01773/national-institute-of-diabetes-and-digestive-and-kidney-diseases-notice-of-closed-meetings,National Institute of Diabetes and Digestive and Kidney Diseases; Notice of Closed Meetings,42,
National Institute of Diabetes and Digestive and Kidney Diseases Initial Review Group; Digestive Diseases and Nutrition C Subcommittee.,"March 6-8, 2019.",NIDDKD,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01773/national-institute-of-diabetes-and-digestive-and-kidney-diseases-notice-of-closed-meetings,National Institute of Diabetes and Digestive and Kidney Diseases; Notice of Closed Meetings,42,
"National Institute of Diabetes and Digestive and Kidney Diseases Special Emphasis Panel, CureGN Limited Competition.","March 12, 2019.",NIDDKD,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01774/national-institute-of-diabetes-and-digestive-and-kidney-diseases-notice-of-closed-meeting,National Institute of Diabetes and Digestive and Kidney Diseases; Notice of Closed Meeting,42,
National Institute of Diabetes and Digestive and Kidney Diseases Special Emphasis Panel; RFA-DK-17-020: Immune System Engineering for Targeted Tolerance in Type 1 Diabetes (R01).,"February 25, 2019.",NIDDKD,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01775/national-institute-of-diabetes-and-digestive-and-kidney-diseases-notice-of-closed-meetings,National Institute of Diabetes and Digestive and Kidney Diseases; Notice of Closed Meetings,42,
National Institute of Diabetes and Digestive and Kidney Diseases Special Emphasis Panel; NIDDK Multi-Center Clinical Trial R01 Applications (PA-18-330).,"February 25, 2019.",NIDDKD,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01775/national-institute-of-diabetes-and-digestive-and-kidney-diseases-notice-of-closed-meetings,National Institute of Diabetes and Digestive and Kidney Diseases; Notice of Closed Meetings,42,
National Institute of Diabetes and Digestive and Kidney Diseases Special Emphasis Panel; PAR18-111-NIDDK High Impact and Interdisciplinary Science (RC2) in Digestive Sciences.,"March 4, 2019.",NIDDKD,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01775/national-institute-of-diabetes-and-digestive-and-kidney-diseases-notice-of-closed-meetings,National Institute of Diabetes and Digestive and Kidney Diseases; Notice of Closed Meetings,42,
National Institute of Diabetes and Digestive and Kidney Diseases Special Emphasis Panel; Human Islet Biomimetics.,"March 5, 2019.",NIDDKD,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01775/national-institute-of-diabetes-and-digestive-and-kidney-diseases-notice-of-closed-meetings,National Institute of Diabetes and Digestive and Kidney Diseases; Notice of Closed Meetings,42,
National Institute of Diabetes and Digestive and Kidney Diseases Special Emphasis Panel; High Impact Interdisciplinary Science in NIDDK Research Areas (RC2).,"March 18, 2019.",NIDDKD,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01775/national-institute-of-diabetes-and-digestive-and-kidney-diseases-notice-of-closed-meetings,National Institute of Diabetes and Digestive and Kidney Diseases; Notice of Closed Meetings,42,
National Institute of Diabetes and Digestive and Kidney Diseases Special Emphasis Panel; NIDDK Multi-Center Clinical Study Planning U34 Review.,"March 21, 2019.",NIDDKD,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01775/national-institute-of-diabetes-and-digestive-and-kidney-diseases-notice-of-closed-meetings,National Institute of Diabetes and Digestive and Kidney Diseases; Notice of Closed Meetings,42,
"NIGMS Initial Review Group, Training and Workforce Development SubcommitteeâC, Review the Scientific Merit of Bridges to the Baccalaureate, Bridges to the Doctorate and K12, IRACDA applications.","March 28-29, 2019.",NIGMS,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01776/national-institute-of-general-medical-sciences-notice-of-closed-meeting,National Institute of General Medical Sciences; Notice of Closed Meeting,42,
National Institute of General Medical Sciences Special Emphasis Panel; Review of NIGMS ESI MIRA Grant Applications.,"March 14-15, 2019.",NIGMS,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01777/national-institute-of-general-medical-sciences-notice-of-closed-meeting,National Institute of General Medical Sciences; Notice of Closed Meeting,42,
National Institute of General Medical Sciences Special Emphasis Panel; Review of NIGMS ESI MIRA Grant Applications.,"March 21, 2019.",NIGMS,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01778/national-institute-of-general-medical-sciences-notice-of-closed-meeting,National Institute of General Medical Sciences; Notice of Closed Meeting,42,
National Institute of General Medical Sciences Special Emphasis Panel; To Review Renewal of Centers of Biomedical Research Excellence (COBRE) P20 Applications.,"March 7-8, 2019.",NIGMS,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01779/national-institute-of-general-medical-sciences-notice-of-closed-meeting,National Institute of General Medical Sciences; Notice of Closed Meeting,42,
"Biobehavioral and Behavioral Processes Integrated Review Group; Motor Function, Speech and Rehabilitation Study Section.","February 25-26, 2019.",NIH,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01780/center-for-scientific-review-notice-of-closed-meeting,Center for Scientific Review; Notice of Closed Meeting,42,
National Institute of General Medical Sciences Special Emphasis Panel; Review of ESI MIRA Grant Applications.,"March 28, 2019.",NIGMS,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01781/national-institute-of-general-medical-sciences-notice-of-closed-meeting,National Institute of General Medical Sciences; Notice of Closed Meeting,42,
"NIGMS Initial Review Group, Training and Workforce Development SubcommitteeâD, Review the Scientific Merit of Bridges to the Baccalaureate and IRACDA Grant Applications.","March 21-22, 2019.",NIGMS,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01782/national-institute-of-general-medical-sciences-notice-of-closed-meeting,National Institute of General Medical Sciences; Notice of Closed Meeting,42,
"NIGMS Initial Review Group; Training and Workforce Development SubcommitteeâA, Review of T32 Applications.","March 8, 2019.",NIGMS,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01783/national-institute-of-general-medical-sciences-notice-of-closed-meeting,National Institute of General Medical Sciences; Notice of Closed Meeting,42,
"NIGMS Initial Review Group; Training and Workforce Development SubcommitteeâB, Review of Predoctoral Training Grant Applications.","March 6, 2019.",NIGMS,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01784/national-institute-of-general-medical-sciences-notice-of-closed-meeting,National Institute of General Medical Sciences; Notice of Closed Meeting,42,
National Institute of General Medical Sciences Special Emphasis Panel; Review of Institutional Development Award (IDeA) Program Infrastructure for Clinical and Translational Research (IDeA-CTR) (U54).,"April 1, 2019.",NIGMS,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01785/national-institute-of-general-medical-sciences-notice-of-closed-meeting,National Institute of General Medical Sciences; Notice of Closed Meeting,42,
National Institute of General Medical Sciences Special Emphasis Panel; To review NIH Pathway to Independence Award (K99/R00) Applications.,"April 4, 2019.",NIGMS,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01786/national-institute-of-general-medical-sciences-notice-of-closed-meeting,National Institute of General Medical Sciences; Notice of Closed Meeting,42,
National Institute of General Medical Sciences Special Emphasis Panel; Review the Scientific Merit of R13 Conference grant applications.,"March 14, 2019.",NIGMS,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01787/national-institute-of-general-medical-sciences-notice-of-closed-meeting,National Institute of General Medical Sciences; Notice of Closed Meeting,42,
National Institute of General Medical Sciences Special Emphasis Panel; Review of NIGMS ESI MIRA Grant Applications.,"March 21-22, 2019.",NIGMS,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01788/national-institute-of-general-medical-sciences-notice-of-closed-meeting,National Institute of General Medical Sciences; Notice of Closed Meeting,42,
"National Institute of General Medical Sciences Special Emphasis Panel; Review the Scientific Merit of Community-Wide Scientific Resources (R24), Grant Applications.","March 7, 2019.",NIGMS,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01789/national-institute-of-general-medical-sciences-notice-of-closed-meeting,National Institute of General Medical Sciences; Notice of Closed Meeting,42,
Center for Scientific Review Special Emphasis Panel; PAR-17-240: Innovative Research in Cancer Nanotechnology.,"March 8, 2019.",NIH,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01813/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,42,
Center for Scientific Review Special Emphasis Panel; PAR Panel: Social Epigenetics.,"March 8, 2019.",NIH,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01813/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,42,
Center for Scientific Review Special Emphasis Panel; Member Conflict: Cardiovascular Sciences.,"March 8, 2019.",NIH,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01813/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,42,
Center for Scientific Review Special Emphasis Panel; Member Conflict: Cellular and Molecular Immunology.,"March 8, 2019.",NIH,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01813/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,42,
Center for Scientific Review Special Emphasis Panel; Member Conflict: Motivated Behavior and Sensorimotor Integration.,"March 5, 2019.",NIH,2019-02-11,https://www.federalregister.gov/documents/2019/02/11/2019-01814/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,42,
